
bad	Banda languages	Collective	more ...
bai	Bamileke languages	Collective	more ...
bak	bak	ba	Bashkir	Individual	Living	more ...
bal	bal	Baluchi	Macrolanguage	Living	more ...
bam	bam	bm	Bambara	Individual	Living	more ...
ban	ban	Balinese	Individual	Living	more ...
eus / baq* 	eus	eu	Basque	Individual	Living	more ...
bas	bas	Basa (Cameroon)	Individual	Living	more ...
bat	Baltic languages	Collective	more ...
bej	bej	Beja	Individual	Living	more ...
bel	bel	be	Belarusian	Individual	Living	more ...
bem	bem	Bemba (Zambia)	Individual	Living	more ...
ben	ben	bn	Bengali	Individual	Living	more ...
ber	Berber languages	Collective	more ...
bho	bho	Bhojpuri	Individual	Living	more ...
bih	bh	Bihari languages	Collective	more ...
bik	bik	Bikol	Macrolanguage	Living	more ...
bin	bin	Bini	Individual	Living	more ...
bis	bis	bi	Bislama	Individual	Living	more ...
bla	bla	Siksika	Individual	Living	more ...
bnt	Bantu languages	Collective	more ...
bod / tib* 	bod	bo	Tibetan	Individual	Living	more ...
bos	bos	bs	Bosnian	Individual	Living	more ...
bra	bra	Braj	Individual	Living	more ...
bre	bre	br	Breton	Individual	Living	more ...
btk	Batak languages	Collective	more ...
bua	bua	Buriat	Macrolanguage	Living	more ...
bug	bug	Buginese	Individual	Living	more ...
bul	bul	bg	Bulgarian	Individual	Living	more ...
mya / bur* 	mya	my	Burmese	Individual	Living	more ...
byn	byn	Bilin	Individual	Living	more ...

aar	aar	aa	Afar	Individual	Living	more ...
aav	Austro-Asiatic languages	Collective	more ...
abk	abk	ab	Abkhazian	Individual	Living	more ...
ace	ace	Achinese	Individual	Living	more ...
ach	ach	Acoli	Individual	Living	more ...
ada	ada	Adangme	Individual	Living	more ...
ady	ady	Adyghe	Individual	Living	more ...
afa	Afro-Asiatic languages	Collective	more ...
afh	afh	Afrihili	Individual	Constructed	more ...
afr	afr	af	Afrikaans	Individual	Living	more ...
ain	ain	Ainu (Japan)	Individual	Living	more ...
aka	aka	ak	Akan	Macrolanguage	Living	more ...
akk	akk	Akkadian	Individual	Ancient	more ...
sqi / alb* 	sqi	sq	Albanian	Macrolanguage	Living	more ...
ale	ale	Aleut	Individual	Living	more ...
alg	Algonquian languages	Collective	more ...
alt	alt	Southern Altai	Individual	Living	more ...
alv	Atlantic-Congo languages	Collective	more ...
amh	amh	am	Amharic	Individual	Living	more ...
ang	ang	Old English (ca. 450-1100)	Individual	Historical	more ...
anp	anp	Angika	Individual	Living	more ...
apa	Apache languages	Collective	more ...
aqa	Alacalufan languages	Collective	more ...
aql	Algic languages	Collective	more ...
ara	ara	ar	Arabic	Macrolanguage	Living	more ...
arc	arc	Official Aramaic (700-300 BCE)	Individual	Ancient	more ...
arg	arg	an	Aragonese	Individual	Living	more ...
hye / arm* 	hye	hy	Armenian	Individual	Living	more ...
arn	arn	Mapudungun	Individual	Living	more ...
arp	arp	Arapaho	Individual	Living	more ...
art	Artificial languages	Collective	more ...
arw	arw	Arawak	Individual	Living	more ...
asm	asm	as	Assamese	Individual	Living	more ...
ast	ast	Asturian	Individual	Living	more ...
ath	Athapascan languages	Collective	more ...
auf	Arauan languages	Collective	more ...
aus	Australian languages	Collective	more ...
ava	ava	av	Avaric	Individual	Living	more ...
ave	ave	ae	Avestan	Individual	Ancient	more ...
awa	awa	Awadhi	Individual	Living	more ...
awd	Arawakan languages	Collective	more ...
aym	aym	ay	Aymara	Macrolanguage	Living	more ...
azc	Uto-Aztecan languages	Collective	more ...
aze	aze	az	Azerbaijani	Macrolanguage	Living	more ...

dak	dak	Dakota	Individual	Living	more ...
dan	dan	da	Danish	Individual	Living	more ...
dar	dar	Dargwa	Individual	Living	more ...
day	Land Dayak languages	Collective	more ...
del	del	Delaware	Macrolanguage	Living	more ...
den	den	Slave (Athapascan)	Macrolanguage	Living	more ...
deu / ger* 	deu	de	German	Individual	Living	more ...
dgr	dgr	Dogrib	Individual	Living	more ...
din	din	Dinka	Macrolanguage	Living	more ...
div	div	dv	Dhivehi	Individual	Living	more ...
dmn		Mande languages	Collective	more ...
doi	doi	Dogri (macrolanguage)	Macrolanguage	Living	more ...
dra	Dravidian languages	Collective	more ...
dsb	dsb	Lower Sorbian	Individual	Living	more ...
dua	dua	Duala	Individual	Living	more ...
dum	dum	Middle Dutch (ca. 1050-1350)	Individual	Historical	more ...
nld / dut* 	nld	nl	Dutch	Individual	Living	more ...
dyu	dyu	Dyula	Individual	Living	more ...
dzo	dzo	dz	Dzongkha	Individual	Living	more ...

cad	cad	Caddo	Individual	Living	more ...
cai	Central American Indian languages	Collective	more ...
car	car	Galibi Carib	Individual	Living	more ...
cat	cat	ca	Catalan	Individual	Living	more ...
cau	Caucasian languages	Collective	more ...
cba	Chibchan languages	Collective	more ...
ccn	North Caucasian languages	Collective	more ...
ccs	South Caucasian languages	Collective	more ...
cdc	Chadic languages	Collective	more ...
cdd	Caddoan languages	Collective	more ...
ceb	ceb	Cebuano	Individual	Living	more ...
cel	Celtic languages	Collective	more ...
ces / cze* 	ces	cs	Czech	Individual	Living	more ...
cha	cha	ch	Chamorro	Individual	Living	more ...
